subjects,statement,label
health-care,Health-care is more expensive in Canada than it is in the US.,True
veterans,tens of thousands of veterans of war and reservists have returned home and have died.,True
energy,Energy from renewable sources will grow by 10% between 2010 and 2050.,False
immigration,The number of undocumented citizens increased by 25 percent in January,True
military,The Army's training manual now contains an error in the training method for the Army Commandant,False
veterans,The Pentagon has reported that veterans are gaining benefits.,False
energy,People will buy less wind power if oil and gas prices increase.,False
environment,South Africa announced plans to rework the country's recycling policy.,False
budget,"The senate plans to vote on the proposal, the president said.",False
jobs,The number of jobless people increased by four million in January.,False
foreign-policy,The United States has not struck Iran despite U.S. assertions that it is no longer a nude nuclear power.,True
gun-control,This group is for gun control.,False
taxes,Obama has vowed to raise taxes on individuals.,True
education,The school's enrollment is the highest in the school's history.,True
trade,United States offers new aid to trade partners despite retaliation.,False
education,There are no universities in the state that are not state-run,True
taxes,Many states are not releasing official taxes details,False
health-care,Health care is more expensive in Australia than all other developed countries except the US,True
transportation,The New York Department of Transportation is considering a bill to allow drones on flights.,False
climate-change,The U.S. National Oceanic and Atmospheric Administration is evaluating climate change,True
elections,"People voted, but he has lost in the last week of vote.",False
climate-change,NASA has announced new data on climate change,True
foreign-policy,Barack Obama is to bludgeon Iran over its nuclear programme.,False
welfare,The federal government has proposed a change to welfare that would eliminate work requirements and bolster work-choice programs.,True
energy,he only gave us a 5% tax break on the oil.,True
trade,New policy will not harm trade,True
immigration,The president is seeking to increase legal immigration.,False
budget,The budget was voted in by the public on Wednesday.,True
elections,Obama is now leading the US in the polls.,False
veterans,A study that looks at veterans in the US found that nearly every veteran is treated poorly by their local health care systems,False
education,"The report was published on September 25, 2007.",False
